day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
15,7,2013,39.9,29.7,9.3,0.0,78.9,48.2,31.7,11.8,22.7,7.0,fire,Andhra Pradesh
27,6,2014,27.3,85.1,18.7,12.0,34.8,19.5,17.6,2.4,14.6,2.6,not fire,Andhra Pradesh
22,9,2013,27.4,59.3,12.3,13.2,56.3,19.5,17.5,1.2,1.7,2.7,not fire,Andhra Pradesh
24,6,2014,37.7,71.4,12.2,0.0,83.7,55.7,208.8,16.5,51.6,10.0,fire,Andhra Pradesh
9,7,2014,25.9,90.7,12.2,11.5,66.1,15.8,54.5,1.1,9.2,0.2,not fire,Karnataka
20,9,2014,34.8,35.1,13.1,0.5,81.3,26.7,204.9,2.6,10.8,6.7,fire,Andhra Pradesh
17,9,2013,36.7,29.1,20.6,0.0,82.4,32.7,148.3,14.3,52.5,18.8,fire,Andhra Pradesh
17,8,2013,34.7,85.6,24.9,0.9,28.4,5.9,38.5,1.4,10.7,2.5,not fire,Andhra Pradesh
26,8,2013,40.6,70.1,12.8,0.0,81.4,15.3,80.5,8.8,57.3,5.5,fire,Karnataka
20,7,2014,32.3,75.6,16.9,7.9,44.2,15.2,27.3,0.6,3.8,1.5,not fire,Andhra Pradesh
12,7,2014,34.6,69.0,24.5,10.5,78.3,20.6,33.8,2.3,22.6,1.1,not fire,Karnataka
7,7,2014,33.2,21.6,18.9,0.0,88.4,32.3,33.2,18.2,18.5,3.9,fire,Andhra Pradesh
2,8,2013,36.7,60.9,9.4,0.0,79.9,14.5,128.4,6.5,64.1,25.7,fire,Karnataka
3,8,2014,41.8,35.0,20.6,0.0,78.9,7.2,154.7,9.3,19.3,19.8,fire,Karnataka
17,8,2014,25.5,77.2,18.1,13.2,72.3,12.3,23.2,1.3,20.3,0.9,not fire,Andhra Pradesh
5,8,2013,24.9,60.0,19.9,7.7,73.4,6.1,24.7,2.8,20.8,1.1,not fire,Andhra Pradesh
17,6,2013,28.4,67.6,27.9,1.9,78.4,17.3,32.0,0.1,12.4,1.1,not fire,Karnataka
24,7,2014,31.1,56.4,20.7,0.0,79.2,29.5,32.7,11.9,64.1,21.2,fire,Andhra Pradesh
17,6,2014,23.1,69.4,21.4,6.5,73.0,20.5,36.0,1.3,7.1,0.3,not fire,Karnataka
27,7,2014,33.6,43.3,17.1,0.0,85.1,15.1,41.2,15.6,7.6,14.2,fire,Karnataka
17,7,2013,24.4,87.8,21.5,3.7,55.1,18.5,52.9,0.8,22.3,2.6,not fire,Karnataka
2,9,2014,40.9,55.3,16.6,0.0,87.6,45.3,98.8,13.9,56.9,6.2,fire,Karnataka
2,7,2013,33.7,75.9,26.4,6.9,48.5,22.9,18.3,3.0,12.6,1.4,not fire,Karnataka
28,6,2013,33.0,51.9,12.9,0.0,78.1,63.7,212.7,8.2,50.9,12.0,fire,Andhra Pradesh
22,6,2013,31.4,85.2,28.1,6.4,70.3,7.2,54.5,0.1,15.5,1.8,not fire,Karnataka
23,8,2014,37.9,27.5,20.3,0.0,82.0,22.7,123.8,8.6,15.1,7.0,fire,Karnataka
5,8,2014,27.9,83.5,27.3,1.3,49.2,3.1,6.8,2.3,15.5,0.5,not fire,Andhra Pradesh
1,6,2014,25.3,57.8,26.2,15.6,35.3,6.3,48.6,3.2,11.1,0.1,not fire,Karnataka
1,6,2013,29.5,52.0,13.7,0.0,78.2,52.0,73.0,2.2,42.1,13.5,fire,Andhra Pradesh
19,8,2014,35.6,76.0,16.7,11.4,42.7,22.7,24.4,1.9,2.2,1.2,not fire,Andhra Pradesh
2,6,2013,33.7,85.2,15.8,3.6,72.1,23.3,10.7,1.6,9.1,2.4,not fire,Andhra Pradesh
21,8,2014,30.1,32.4,18.0,0.0,86.0,24.4,91.6,10.5,15.2,18.6,fire,Karnataka
12,8,2013,39.5,62.0,10.8,0.0,84.5,28.9,152.1,2.5,7.2,13.4,fire,Karnataka
26,6,2013,31.8,63.8,22.9,4.2,75.8,22.5,20.6,0.8,10.9,0.7,not fire,Karnataka
6,6,2013,37.7,65.6,17.1,0.0,80.8,49.0,84.4,12.9,22.1,4.4,fire,Andhra Pradesh
23,9,2013,35.9,62.5,28.8,15.6,70.9,16.7,34.3,3.0,7.9,1.3,not fire,Karnataka
4,7,2014,37.1,43.2,14.1,0.0,93.3,16.3,206.1,13.2,56.9,18.1,fire,Andhra Pradesh
23,7,2014,32.9,57.6,25.9,0.6,76.1,24.8,20.4,0.7,19.4,0.7,not fire,Karnataka
11,8,2013,40.3,26.6,10.5,0.0,93.2,23.8,151.4,11.6,43.0,21.8,fire,Andhra Pradesh
24,9,2014,30.1,72.0,16.7,12.3,40.2,17.5,17.4,2.2,18.9,0.6,not fire,Karnataka
27,9,2013,22.8,61.6,22.3,13.6,30.4,18.5,22.7,1.7,23.3,0.9,not fire,Karnataka
17,8,2014,28.5,57.5,13.4,4.1,29.5,16.0,26.9,1.9,5.2,0.8,not fire,Karnataka
6,7,2014,31.3,90.8,12.9,14.2,59.2,14.4,30.5,0.2,3.2,1.7,not fire,Andhra Pradesh
24,6,2014,33.4,70.5,13.9,0.0,83.3,36.1,155.9,16.8,54.9,21.6,fire,Andhra Pradesh
5,8,2013,31.5,90.1,17.0,0.0,42.7,6.0,38.4,2.2,15.2,0.0,not fire,Karnataka
20,8,2014,38.5,38.5,17.0,0.0,80.4,9.8,184.3,17.1,45.9,5.0,fire,Karnataka
2,7,2014,34.2,60.4,18.4,0.0,90.8,25.8,62.0,1.7,39.0,26.7,fire,Andhra Pradesh
6,9,2013,41.4,51.6,15.2,0.0,84.8,41.0,90.4,5.6,11.0,11.1,fire,Andhra Pradesh
22,6,2013,30.3,30.6,20.8,0.0,93.7,64.7,131.5,15.3,25.6,10.9,fire,Andhra Pradesh
11,7,2014,27.6,80.5,23.6,5.0,35.2,16.1,12.3,2.0,17.6,2.0,not fire,Karnataka
16,6,2014,32.5,87.6,20.5,11.7,61.4,5.2,7.3,1.0,11.6,1.7,not fire,Andhra Pradesh
16,7,2014,40.0,31.6,10.5,0.0,86.6,39.7,122.8,3.0,8.6,5.1,fire,Karnataka
1,6,2014,36.6,50.4,11.8,0.0,78.7,34.4,154.1,5.8,24.4,19.8,fire,Andhra Pradesh
9,6,2014,34.6,85.3,21.9,11.7,47.7,16.3,28.8,0.7,17.8,1.6,not fire,Karnataka
28,6,2013,33.7,70.2,9.3,0.0,91.8,46.8,78.2,13.0,29.9,23.9,fire,Andhra Pradesh
27,8,2013,34.9,43.3,20.2,0.0,88.5,63.1,88.1,2.6,26.4,16.7,fire,Andhra Pradesh
6,8,2013,31.1,56.5,21.0,0.0,85.2,11.0,195.3,8.6,29.4,21.1,fire,Andhra Pradesh
16,8,2014,28.2,79.7,13.0,13.0,78.8,16.5,52.8,0.5,12.5,1.7,not fire,Andhra Pradesh
3,9,2013,30.1,71.1,17.7,2.0,49.2,4.7,42.0,0.7,2.4,1.5,not fire,Andhra Pradesh
20,7,2014,36.7,68.1,15.9,0.0,87.7,8.8,128.0,16.9,30.0,10.6,fire,Karnataka
28,7,2014,30.9,29.2,14.2,0.0,94.9,50.1,132.4,15.6,10.1,15.8,fire,Andhra Pradesh
27,9,2014,30.8,86.0,25.3,4.4,78.8,3.7,48.9,3.4,5.3,2.0,not fire,Andhra Pradesh
4,6,2013,22.6,71.2,20.8,9.3,78.5,17.0,29.6,2.8,23.8,0.1,not fire,Andhra Pradesh
19,9,2014,41.8,25.7,18.8,0.0,85.9,43.3,88.8,2.4,42.8,28.2,fire,Karnataka
26,6,2013,27.4,64.6,19.5,0.8,72.3,20.8,34.8,1.2,20.2,1.6,not fire,Andhra Pradesh
3,9,2014,39.7,55.1,18.4,0.0,95.2,37.0,136.3,5.2,44.4,18.6,fire,Karnataka
19,6,2013,31.4,24.2,16.3,0.0,82.1,44.7,25.0,9.0,15.3,7.3,fire,Andhra Pradesh
20,9,2013,24.8,70.5,12.9,6.4,55.6,12.4,24.8,2.9,4.5,1.4,not fire,Andhra Pradesh
2,9,2016,31.5,63.1,16.4,6.1,62.3,13.3,25.3,1.1,4.6,2.1,not fire,Andhra Pradesh
4,6,2016,25.7,60.5,16.3,1.7,71.2,6.8,13.1,1.0,23.2,1.7,not fire,Andhra Pradesh
26,7,2015,39.7,70.3,19.6,0.0,88.1,24.4,69.6,10.4,16.0,26.9,fire,Karnataka
9,6,2016,29.1,88.4,13.9,2.6,52.3,15.9,37.9,3.2,20.8,2.0,not fire,Andhra Pradesh
10,7,2016,29.4,74.1,21.4,13.0,43.7,22.2,24.3,1.0,21.1,1.9,not fire,Andhra Pradesh
9,8,2016,32.4,86.3,19.3,8.1,56.8,11.5,15.5,0.5,8.1,2.8,not fire,Karnataka
19,7,2016,29.8,56.7,15.6,0.0,81.7,43.3,165.2,17.5,43.4,27.5,fire,Andhra Pradesh
5,7,2016,30.9,67.8,10.9,0.0,89.1,36.9,178.3,6.1,63.4,9.9,fire,Andhra Pradesh
6,7,2015,25.4,70.2,24.7,6.6,67.7,22.3,54.7,3.0,21.5,1.2,not fire,Andhra Pradesh
21,6,2015,32.6,67.9,20.8,0.2,89.5,36.5,110.7,18.3,24.4,4.2,fire,Andhra Pradesh
2,8,2015,36.9,56.0,15.4,0.0,94.8,38.0,18.4,18.4,7.0,24.9,fire,Karnataka
24,8,2016,34.9,38.8,15.9,0.0,85.6,46.6,206.4,13.2,56.5,24.6,fire,Andhra Pradesh
4,8,2015,22.1,91.2,25.9,5.1,71.3,7.9,12.6,0.8,2.9,1.3,not fire,Andhra Pradesh
24,9,2016,37.6,49.8,15.3,0.0,84.9,31.7,84.2,17.7,57.9,7.5,fire,Karnataka
18,6,2015,36.0,71.8,16.0,0.0,82.9,54.7,179.6,12.5,54.3,6.7,fire,Karnataka
2,6,2016,32.1,38.8,10.1,0.0,78.0,24.2,144.0,13.1,49.7,28.6,fire,Andhra Pradesh
17,8,2015,30.6,41.7,11.5,0.0,81.1,33.7,16.5,10.0,67.1,28.9,fire,Karnataka
28,8,2016,24.7,72.2,19.1,2.3,74.7,17.4,52.2,2.9,12.2,0.9,not fire,Karnataka
7,7,2015,35.8,57.1,13.6,0.2,89.1,42.2,131.0,16.1,49.2,18.3,fire,Karnataka
12,8,2016,36.2,74.5,14.6,0.0,96.0,37.3,166.4,4.5,58.6,12.7,fire,Karnataka
21,8,2015,37.6,46.0,17.9,0.0,88.1,51.9,149.4,9.9,31.0,6.3,fire,Andhra Pradesh
24,8,2015,33.8,61.2,28.1,5.0,75.5,13.2,6.2,2.2,1.1,0.6,not fire,Andhra Pradesh
3,8,2016,38.1,21.0,19.5,0.0,84.5,58.0,122.3,6.4,59.8,11.2,fire,Andhra Pradesh
1,6,2015,30.7,67.5,18.5,0.0,90.2,58.9,36.7,13.5,48.5,21.8,fire,Karnataka
13,8,2016,32.1,45.3,17.2,0.0,80.9,64.0,61.5,14.9,55.4,15.4,fire,Karnataka
9,7,2015,38.7,35.6,17.0,0.0,94.3,16.1,209.0,13.5,63.7,8.0,fire,Karnataka
9,8,2016,35.9,24.3,11.7,0.0,78.4,32.6,56.4,12.2,37.3,12.2,fire,Karnataka
21,8,2015,32.4,40.9,11.3,0.0,93.3,12.1,13.8,14.3,52.0,27.1,fire,Karnataka
26,8,2016,39.1,22.4,11.9,0.0,92.5,57.1,115.0,10.5,18.1,11.6,fire,Karnataka
28,8,2015,30.8,70.1,24.4,4.0,41.6,19.1,43.9,0.1,21.2,1.8,not fire,Andhra Pradesh
8,6,2015,36.4,37.7,10.0,0.0,93.1,16.7,43.1,9.5,31.3,27.1,fire,Karnataka
16,6,2015,23.0,64.3,22.1,4.0,80.7,22.6,29.2,3.1,11.2,1.1,not fire,Andhra Pradesh
27,7,2016,31.2,40.9,17.6,0.1,87.3,34.5,134.3,17.4,31.2,9.1,fire,Karnataka
16,9,2016,31.4,42.1,17.3,0.0,80.0,28.3,87.6,11.8,48.1,25.4,fire,Karnataka
28,8,2015,32.9,87.5,18.1,12.6,41.8,20.4,17.8,2.8,21.3,0.4,not fire,Karnataka
6,6,2015,30.6,42.6,12.6,0.6,85.4,57.4,185.7,17.8,9.8,10.2,fire,Andhra Pradesh
15,8,2015,29.9,87.6,13.8,5.0,30.9,8.3,33.2,3.1,12.6,1.4,not fire,Karnataka
5,8,2015,41.5,39.4,16.8,0.0,83.9,21.9,60.4,2.9,23.3,3.5,fire,Karnataka
13,9,2016,33.8,41.2,14.6,0.0,83.8,47.3,124.1,17.6,67.6,28.6,fire,Andhra Pradesh
26,6,2015,29.6,69.9,16.8,0.0,93.0,62.1,118.7,1.9,7.4,16.6,fire,Andhra Pradesh
18,9,2016,39.6,60.6,10.6,0.0,80.3,7.2,82.7,4.1,58.6,8.2,fire,Karnataka
10,6,2015,24.5,82.6,17.1,5.4,57.8,3.0,35.5,3.2,4.9,2.6,not fire,Andhra Pradesh
1,6,2015,31.4,52.2,16.7,0.0,95.5,35.4,216.9,15.6,34.1,22.0,fire,Karnataka
22,8,2015,29.9,60.5,11.0,0.0,79.6,37.8,110.0,11.8,56.4,24.6,fire,Andhra Pradesh
16,6,2016,36.5,30.3,11.2,0.0,87.0,14.6,168.3,17.1,35.5,19.2,fire,Karnataka
10,8,2016,33.1,86.5,16.0,4.3,44.2,10.2,38.8,2.3,13.7,1.0,not fire,Andhra Pradesh
4,6,2016,30.1,66.0,23.6,12.3,43.6,22.7,51.8,3.3,19.3,0.8,not fire,Karnataka
20,6,2015,22.3,60.8,26.5,1.4,80.1,17.3,41.1,1.9,14.3,1.5,not fire,Andhra Pradesh
23,8,2015,40.9,22.4,20.5,0.0,89.2,37.3,87.7,17.6,32.9,6.3,fire,Karnataka
27,9,2016,31.0,79.7,14.1,0.4,43.5,20.0,52.4,3.0,4.9,2.2,not fire,Andhra Pradesh
19,8,2016,30.1,66.3,28.1,2.6,53.5,7.4,18.7,3.2,21.7,1.5,not fire,Andhra Pradesh
28,8,2015,24.1,67.5,13.3,12.9,33.1,23.3,28.0,2.1,2.8,2.4,not fire,Andhra Pradesh
6,9,2016,28.3,75.4,18.9,13.2,71.9,24.2,10.5,2.5,14.9,0.2,not fire,Andhra Pradesh
13,7,2015,23.8,79.0,23.6,14.7,44.2,18.2,38.6,1.1,15.0,1.1,not fire,Andhra Pradesh
1,7,2016,32.1,69.5,20.7,0.0,89.5,54.4,126.7,2.8,56.1,22.1,fire,Andhra Pradesh
22,8,2015,38.6,39.8,13.7,0.0,90.7,44.8,211.4,7.2,38.0,8.4,fire,Karnataka
28,8,2015,35.2,84.2,20.6,1.6,32.0,3.0,18.7,2.1,21.1,1.5,not fire,Andhra Pradesh
2,8,2016,31.4,43.5,17.8,0.0,83.8,42.5,114.9,4.0,20.4,4.4,fire,Andhra Pradesh
13,8,2015,32.4,66.6,21.8,9.3,72.8,14.4,42.1,0.4,18.9,1.7,not fire,Andhra Pradesh
12,8,2016,30.9,68.0,9.2,0.0,82.2,42.6,62.2,4.7,62.9,26.4,fire,Karnataka
19,6,2016,33.7,34.7,15.0,0.0,91.4,36.6,155.8,2.2,7.4,2.5,fire,Andhra Pradesh
12,6,2016,28.5,74.4,26.5,3.4,69.9,24.0,8.8,1.8,16.5,2.0,not fire,Karnataka
18,7,2016,32.8,23.8,18.0,0.0,82.0,22.6,43.9,10.5,9.6,21.3,fire,Andhra Pradesh
10,9,2016,31.7,73.8,12.6,0.0,95.2,6.9,197.2,9.3,55.6,28.9,fire,Andhra Pradesh
28,8,2016,32.6,74.0,19.7,13.6,80.6,14.1,10.6,2.4,11.5,0.3,not fire,Karnataka
2,6,2016,34.4,68.7,23.3,1.8,79.8,18.8,17.4,1.9,11.6,1.8,not fire,Andhra Pradesh
13,6,2016,42.0,70.6,14.3,0.0,92.8,19.6,44.9,12.9,30.9,17.1,fire,Andhra Pradesh
14,8,2015,29.5,21.6,9.1,0.0,89.5,47.7,203.5,12.9,41.0,22.5,fire,Andhra Pradesh
13,8,2016,37.8,56.3,14.7,0.0,84.8,33.8,162.8,13.3,41.1,14.0,fire,Karnataka
4,8,2015,41.0,51.6,17.9,0.0,87.4,50.9,94.1,18.2,49.6,18.5,fire,Karnataka
25,6,2015,26.4,67.3,23.1,10.0,65.0,1.2,19.0,3.2,23.0,1.7,not fire,Karnataka
9,7,2015,32.1,60.3,24.6,8.9,61.7,17.2,48.3,0.6,9.1,1.2,not fire,Karnataka
10,8,2016,26.4,89.1,27.7,14.4,56.7,4.1,15.5,2.4,6.4,0.5,not fire,Karnataka
19,6,2016,30.5,90.5,22.3,0.2,59.8,17.1,11.7,2.6,5.3,2.4,not fire,Karnataka
26,6,2016,35.9,58.3,20.7,8.1,54.7,4.6,26.3,3.3,21.9,0.8,not fire,Karnataka
9,7,2016,31.7,75.0,15.4,0.0,94.3,34.9,128.6,16.6,12.7,10.1,fire,Andhra Pradesh
12,7,2015,33.2,61.8,23.4,9.8,79.8,7.7,45.0,3.2,13.6,0.7,not fire,Andhra Pradesh
1,9,2016,39.1,34.9,17.5,0.0,78.5,31.3,120.0,9.6,54.0,11.7,fire,Andhra Pradesh
24,6,2015,30.1,22.9,19.3,0.0,88.1,60.3,23.1,8.0,25.3,26.5,fire,Andhra Pradesh
12,7,2015,32.8,25.1,15.6,0.0,78.9,23.1,35.8,5.1,39.3,6.4,fire,Andhra Pradesh
4,8,2015,26.7,81.5,23.0,2.9,74.0,15.8,29.7,0.1,17.3,1.9,not fire,Karnataka
19,6,2016,37.7,47.9,9.7,0.0,91.0,36.2,90.8,17.3,46.5,18.7,fire,Karnataka
17,8,2015,35.4,24.7,14.3,0.0,90.3,41.9,143.3,7.2,55.8,17.9,fire,Karnataka
7,6,2016,32.7,60.7,14.7,0.0,79.1,26.1,144.4,6.6,30.2,3.2,fire,Andhra Pradesh
17,9,2016,41.2,26.3,10.7,0.1,81.1,37.1,96.2,14.5,67.5,28.9,fire,Karnataka
3,6,2015,31.9,76.4,12.9,10.5,54.3,22.8,13.2,0.4,23.0,1.7,not fire,Karnataka
28,6,2016,36.9,43.2,9.1,0.0,82.9,58.2,171.8,9.9,16.9,9.8,fire,Andhra Pradesh
11,8,2015,36.2,41.0,16.2,0.0,90.2,33.5,154.9,4.2,39.8,2.0,fire,Andhra Pradesh
20,8,2016,33.2,76.9,13.0,4.8,50.0,8.9,19.9,3.4,7.6,2.6,not fire,Andhra Pradesh
19,7,2016,35.8,30.6,10.1,0.0,78.8,21.6,60.7,16.8,54.3,2.6,fire,Karnataka
9,7,2015,29.1,34.5,18.2,0.0,86.7,43.6,126.5,2.9,17.9,22.3,fire,Andhra Pradesh
28,8,2015,24.2,59.2,20.0,10.6,44.7,7.0,31.1,1.7,13.7,0.4,not fire,Andhra Pradesh
27,7,2016,36.5,62.0,9.1,0.4,94.8,27.7,170.3,17.1,25.1,30.5,fire,Karnataka
4,7,2016,41.0,33.9,15.8,0.0,95.6,7.2,52.3,17.8,6.7,6.8,fire,Andhra Pradesh
14,7,2016,34.1,90.7,16.9,0.3,30.8,16.3,42.2,2.1,24.6,0.6,not fire,Andhra Pradesh
22,7,2016,40.2,38.4,10.5,0.0,80.9,42.8,71.1,4.9,37.3,22.6,fire,Andhra Pradesh
22,7,2015,27.9,61.2,22.9,1.3,56.4,2.1,37.4,2.0,19.6,0.2,not fire,Andhra Pradesh
10,8,2015,32.7,75.6,22.0,5.4,70.3,5.1,18.7,2.7,10.7,2.7,not fire,Andhra Pradesh
13,8,2015,34.9,38.1,12.8,0.0,80.8,55.5,77.3,9.0,58.8,22.3,fire,Andhra Pradesh
5,8,2016,35.0,74.6,25.1,0.2,54.6,8.6,39.8,0.7,8.3,1.7,not fire,Andhra Pradesh
2,8,2015,30.1,64.4,26.0,14.7,29.4,5.7,36.1,0.0,7.4,1.7,not fire,Andhra Pradesh
14,9,2016,36.0,21.1,13.6,0.5,95.7,19.1,9.8,5.8,46.3,11.8,fire,Karnataka
12,9,2016,31.4,89.3,22.8,1.8,61.4,9.2,12.5,2.9,22.1,0.6,not fire,Andhra Pradesh
12,9,2015,36.0,39.0,15.2,0.0,88.5,10.1,104.7,7.9,60.8,12.2,fire,Karnataka
13,6,2016,25.7,77.9,12.3,13.7,30.9,22.6,31.9,1.8,17.3,2.0,not fire,Karnataka
5,7,2016,27.8,71.4,23.6,7.8,61.9,9.3,33.6,2.9,10.8,1.1,not fire,Andhra Pradesh
10,8,2015,25.7,77.0,27.1,0.4,51.5,18.7,29.4,3.3,8.8,2.1,not fire,Andhra Pradesh
24,7,2016,37.6,47.5,10.0,0.0,92.5,10.1,101.7,9.1,45.9,3.2,fire,Karnataka
23,8,2016,37.3,23.4,12.1,0.4,91.7,41.1,173.4,2.6,20.3,25.8,fire,Andhra Pradesh
28,9,2015,37.8,41.4,16.5,0.0,90.7,26.5,117.9,11.3,49.3,3.6,fire,Karnataka
28,6,2015,30.0,88.6,12.0,0.3,81.7,10.0,32.4,1.3,21.6,1.3,not fire,Andhra Pradesh
6,7,2016,33.3,63.0,13.6,0.0,89.3,22.8,106.9,10.0,30.2,13.5,fire,Karnataka
24,9,2015,36.8,70.0,14.2,0.0,95.2,17.1,90.2,7.6,26.0,25.8,fire,Andhra Pradesh
11,7,2015,31.3,39.3,19.3,0.0,85.3,8.7,101.2,17.5,20.9,17.5,fire,Andhra Pradesh
28,7,2015,34.4,64.1,26.5,14.5,61.7,12.5,20.0,1.2,11.6,1.3,not fire,Andhra Pradesh
6,9,2016,38.7,43.1,18.1,0.3,83.4,31.5,175.1,15.8,7.8,24.4,fire,Andhra Pradesh
1,6,2016,35.7,80.0,20.4,0.6,54.5,22.0,13.4,3.3,10.4,1.5,not fire,Andhra Pradesh
4,6,2015,32.9,23.2,18.0,0.0,79.2,57.6,152.2,8.4,49.8,13.4,fire,Karnataka
8,6,2016,30.3,60.8,12.3,3.5,78.1,3.0,45.7,2.5,5.9,1.3,not fire,Karnataka
14,9,2016,37.3,74.3,13.2,0.0,83.0,59.6,43.4,8.7,47.9,28.3,fire,Andhra Pradesh
28,6,2016,28.3,62.9,23.5,10.2,60.0,18.8,31.0,3.1,19.2,0.8,not fire,Karnataka
10,7,2015,28.9,64.6,28.0,11.4,52.0,1.8,36.2,2.2,9.0,2.4,not fire,Andhra Pradesh
6,9,2015,31.9,85.8,17.9,10.0,64.1,4.6,15.6,1.4,20.5,2.7,not fire,Karnataka
14,7,2016,37.9,68.3,15.8,0.3,81.0,26.4,204.4,15.7,36.0,17.6,fire,Karnataka
8,6,2016,29.4,58.2,19.1,0.0,92.4,18.8,197.3,12.5,22.5,21.1,fire,Karnataka
24,7,2015,37.7,39.7,19.1,0.5,86.4,13.8,184.2,9.7,43.0,30.6,fire,Karnataka
25,6,2016,32.1,53.2,19.1,0.0,93.4,22.7,110.4,14.8,29.5,6.9,fire,Karnataka
25,8,2015,31.2,67.1,12.1,0.0,83.6,54.2,210.4,13.3,64.1,5.6,fire,Andhra Pradesh
17,7,2015,28.1,91.1,13.3,10.7,33.3,13.8,53.5,0.8,15.5,0.6,not fire,Andhra Pradesh
15,7,2016,31.4,68.0,20.8,13.7,29.3,24.5,8.4,3.2,5.2,0.6,not fire,Andhra Pradesh
3,8,2015,37.4,43.0,18.5,0.0,88.1,24.6,98.0,4.0,7.9,8.8,fire,Andhra Pradesh
4,9,2016,41.8,57.3,16.4,0.0,89.6,11.7,198.2,11.2,5.6,8.4,fire,Karnataka
21,7,2015,28.1,85.1,17.2,15.9,29.1,4.6,14.4,0.1,6.6,1.6,not fire,Karnataka
1,7,2015,24.9,72.1,20.7,7.5,81.4,1.7,34.2,0.5,7.7,1.5,not fire,Karnataka
9,9,2015,30.1,44.6,21.0,0.0,87.2,56.0,160.0,9.1,11.0,17.1,fire,Karnataka
28,9,2016,24.1,88.6,27.9,4.6,79.7,8.1,43.3,0.9,11.5,0.8,not fire,Andhra Pradesh
1,8,2015,38.7,22.7,17.4,0.0,90.3,51.0,107.4,2.2,26.8,8.1,fire,Karnataka
15,8,2016,40.9,69.8,16.4,0.0,81.3,19.0,8.4,15.0,23.8,16.5,fire,Andhra Pradesh
10,7,2015,31.1,72.9,13.7,0.0,84.9,48.1,183.4,1.8,63.1,30.5,fire,Andhra Pradesh
27,9,2016,28.8,62.7,24.1,5.8,55.7,13.4,47.1,0.4,8.5,1.3,not fire,Karnataka
1,7,2016,34.2,33.4,20.8,0.5,88.4,18.5,142.2,13.8,45.2,23.7,fire,Andhra Pradesh
25,7,2016,22.4,89.2,12.5,4.2,43.4,17.0,22.6,1.5,16.1,2.5,not fire,Andhra Pradesh
5,6,2015,30.2,59.2,10.8,0.0,85.8,12.2,100.9,15.5,42.5,31.0,fire,Karnataka
28,7,2015,22.3,70.4,16.7,1.1,62.9,24.3,44.5,3.0,24.2,1.7,not fire,Andhra Pradesh
18,7,2015,35.6,79.7,15.5,8.7,53.8,13.3,54.1,2.9,4.6,0.2,not fire,Andhra Pradesh
14,6,2016,33.7,81.4,26.8,7.3,50.1,0.9,33.4,0.6,13.7,1.6,not fire,Andhra Pradesh
17,7,2016,26.2,69.4,21.6,11.3,70.0,24.5,27.4,1.6,3.1,1.0,not fire,Karnataka
24,7,2015,28.6,85.7,13.2,2.4,30.4,11.8,15.3,3.1,17.7,2.7,not fire,Karnataka
26,9,2016,39.4,42.1,9.3,0.0,87.6,32.0,105.7,7.2,53.8,20.6,fire,Andhra Pradesh
19,9,2016,27.6,65.3,26.4,2.5,81.7,24.9,23.0,0.5,7.1,1.5,not fire,Karnataka
11,6,2016,30.2,79.4,19.6,4.3,66.6,11.2,21.0,3.1,1.7,1.8,not fire,Karnataka
27,7,2015,34.5,74.4,17.2,9.7,42.2,16.2,17.5,1.9,1.1,2.6,not fire,Karnataka
24,8,2016,32.6,68.9,26.0,3.8,80.9,3.9,12.5,2.2,13.3,0.9,not fire,Andhra Pradesh
23,8,2016,34.1,72.8,9.6,0.0,87.9,50.2,166.7,1.8,33.3,10.1,fire,Karnataka
11,8,2016,25.3,61.6,14.3,1.4,78.0,16.1,9.0,3.0,15.2,2.3,not fire,Karnataka
13,9,2015,22.3,70.5,16.9,3.3,59.1,19.0,48.4,2.1,8.7,1.9,not fire,Andhra Pradesh
2,7,2015,33.1,62.8,27.6,8.0,52.9,16.2,44.4,1.3,4.4,1.7,not fire,Karnataka
21,8,2016,35.7,26.3,17.4,0.0,83.2,51.9,147.1,15.9,38.7,23.0,fire,Karnataka
19,8,2016,32.4,56.6,9.8,0.3,83.0,5.4,59.1,15.4,39.5,22.4,fire,Andhra Pradesh
7,6,2016,29.7,27.8,11.8,0.0,95.6,47.6,19.0,16.9,32.4,13.8,fire,Karnataka
25,8,2016,30.7,77.3,23.2,8.7,31.1,14.0,49.6,0.8,14.8,1.6,not fire,Andhra Pradesh
19,6,2016,26.1,60.3,28.6,1.6,39.8,2.9,9.8,1.9,23.6,0.1,not fire,Andhra Pradesh
14,6,2015,40.4,42.6,10.1,0.0,80.0,5.5,71.5,17.7,22.2,11.5,fire,Andhra Pradesh
28,6,2015,34.5,44.8,21.0,0.0,88.0,5.6,209.7,8.9,43.5,9.7,fire,Karnataka
3,6,2015,33.5,72.3,12.9,0.0,82.3,48.3,53.2,18.0,60.3,12.3,fire,Karnataka
8,9,2015,38.0,34.9,10.5,0.0,87.3,40.2,186.2,16.5,18.9,23.7,fire,Andhra Pradesh
3,9,2016,25.6,84.1,27.3,13.0,73.8,22.6,23.8,1.6,14.1,2.8,not fire,Karnataka
4,7,2015,37.3,61.4,18.6,0.0,82.4,53.8,88.4,8.9,51.3,6.6,fire,Andhra Pradesh
16,9,2016,29.7,52.3,9.4,0.0,95.7,30.1,53.1,17.8,36.4,19.3,fire,Karnataka
